comment_id,entity_id,entity_text,entity_type,target_id,target_team_id,is_abusive,insult_derogation,profanity_obscene,sexual_harassment,wish_of_harm,is_severe_abuse,threat,religious_hate,race_hate,gender_hate,motive_performance,motive_coaching,motive_fandom_rivalry,motive_appearance,motive_injury,motive_officiating,motive_personal_life,motive_gambling,sarcasm,humor,implicit_target,quotation_reported_speech,interpretation_needs_history,target_recoverable_from_history,target_id_unknown,diff_profanity,diff_meaning_shift,diff_reference_complexity,diff_common_words
c_0000022,e_00000030,Darius Quiroga,player NCAA,2025-2026:men:men_IVYP_ivyport-university-sabers:darius-quiroga,men_IVYP_ivyport-university-sabers,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000023,e_00000031,Darius Quiroga,player NCAA,2025-2026:men:men_IVYP_ivyport-university-sabers:darius-quiroga,men_IVYP_ivyport-university-sabers,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000023,e_00000032,Kwame Fontaine,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:kwame-fontaine,men_KIRK_kirkmont-state-ravens,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000023,e_00000033,Franklin Kowalczyk,player NCAA,2025-2026:men:men_IVYP_ivyport-university-sabers:franklin-kowalczyk,men_IVYP_ivyport-university-sabers,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000023,e_00000034,Preston Rutherford,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:preston-rutherford,men_KIRK_kirkmont-state-ravens,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,True
c_0000023,e_00000035,Corey Fontaine,player NCAA,2025-2026:men:men_IVYP_ivyport-university-sabers:corey-fontaine,men_IVYP_ivyport-university-sabers,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000024,e_00000036,Gideon Ustinov,player NCAA,2025-2026:men:men_IVYP_ivyport-university-sabers:gideon-ustinov,men_IVYP_ivyport-university-sabers,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000025,e_00000037,Preston Rutherford,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:preston-rutherford,men_KIRK_kirkmont-state-ravens,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,True
c_0000025,e_00000038,Kwame Fontaine,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:kwame-fontaine,men_KIRK_kirkmont-state-ravens,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000026,e_00000039,Bennett Whitlock,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:bennett-whitlock,men_KIRK_kirkmont-state-ravens,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,True
c_0000026,e_00000040,Corey Fontaine,player NCAA,2025-2026:men:men_IVYP_ivyport-university-sabers:corey-fontaine,men_IVYP_ivyport-university-sabers,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000027,e_00000041,Gideon Ustinov,player NCAA,2025-2026:men:men_IVYP_ivyport-university-sabers:gideon-ustinov,men_IVYP_ivyport-university-sabers,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,True,False,False,False
c_0000028,e_00000042,Gideon Ustinov,player NCAA,2025-2026:men:men_IVYP_ivyport-university-sabers:gideon-ustinov,men_IVYP_ivyport-university-sabers,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,True,False,False,False
c_0000029,e_00000043,Ivan Nystrom,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:ivan-nystrom,men_KIRK_kirkmont-state-ravens,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000030,e_00000044,Bennett Whitlock,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:bennett-whitlock,men_KIRK_kirkmont-state-ravens,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,True
c_0000030,e_00000045,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000031,e_00000046,Ivan Nystrom,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:ivan-nystrom,men_KIRK_kirkmont-state-ravens,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000032,e_00000047,Ivan Nystrom,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:ivan-nystrom,men_KIRK_kirkmont-state-ravens,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000033,e_00000048,Darius Quiroga,player NCAA,2025-2026:men:men_IVYP_ivyport-university-sabers:darius-quiroga,men_IVYP_ivyport-university-sabers,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000033,e_00000049,Kwame Fontaine,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:kwame-fontaine,men_KIRK_kirkmont-state-ravens,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000034,e_00000050,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000035,e_00000051,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000035,e_00000052,Rashad Petrov,player NCAA,2025-2026:men:men_VINE_vinewood-a-m-timberwolves:rashad-petrov,men_VINE_vinewood-a-m-timberwolves,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000036,e_00000053,Ivan Nystrom,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:ivan-nystrom,men_KIRK_kirkmont-state-ravens,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,False,False,False,False
c_0000037,e_00000054,Ivan Nystrom,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:ivan-nystrom,men_KIRK_kirkmont-state-ravens,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000038,e_00000055,Terrance Wickham,player NCAA,2025-2026:men:men_VINE_vinewood-a-m-timberwolves:terrance-wickham,men_VINE_vinewood-a-m-timberwolves,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000038,e_00000056,Xavier Jimenez,player NCAA,2025-2026:men:men_VINE_vinewood-a-m-timberwolves:xavier-jimenez,men_VINE_vinewood-a-m-timberwolves,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000039,e_00000057,Kwame Fontaine,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:kwame-fontaine,men_KIRK_kirkmont-state-ravens,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000040,e_00000058,Xavier Jimenez,player NCAA,2025-2026:men:men_VINE_vinewood-a-m-timberwolves:xavier-jimenez,men_VINE_vinewood-a-m-timberwolves,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000040,e_00000059,Terrance Wickham,player NCAA,2025-2026:men:men_VINE_vinewood-a-m-timberwolves:terrance-wickham,men_VINE_vinewood-a-m-timberwolves,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000041,e_00000060,Xavier Jimenez,player NCAA,2025-2026:men:men_VINE_vinewood-a-m-timberwolves:xavier-jimenez,men_VINE_vinewood-a-m-timberwolves,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000042,e_00000061,Bennett Whitlock,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:bennett-whitlock,men_KIRK_kirkmont-state-ravens,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,False,False,False,True
c_0000043,e_00000062,Ivan Nystrom,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:ivan-nystrom,men_KIRK_kirkmont-state-ravens,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000044,e_00000063,Kwame Fontaine,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:kwame-fontaine,men_KIRK_kirkmont-state-ravens,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000045,e_00000064,Ivan Nystrom,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:ivan-nystrom,men_KIRK_kirkmont-state-ravens,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000046,e_00000065,Bennett Whitlock,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:bennett-whitlock,men_KIRK_kirkmont-state-ravens,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,True
c_0000046,e_00000066,Preston Rutherford,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:preston-rutherford,men_KIRK_kirkmont-state-ravens,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,False,True,False,True
c_0000047,e_00000067,Ivan Nystrom,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:ivan-nystrom,men_KIRK_kirkmont-state-ravens,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,True,False,False,False
c_0000048,e_00000068,Bennett Whitlock,player NCAA,2025-2026:men:men_KIRK_kirkmont-state-ravens:bennett-whitlock,men_KIRK_kirkmont-state-ravens,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,True
c_0000048,e_00000069,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000049,e_00000070,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000050,e_00000071,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000050,e_00000072,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000051,e_00000073,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,True,False,False,False
c_0000051,e_00000074,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,False,True,False,False
c_0000052,e_00000075,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000052,e_00000076,Emeka Wexler,player NCAA,2025-2026:men:men_ORCH_orchard-hill-college-mariners:emeka-wexler,men_ORCH_orchard-hill-college-mariners,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,False,True,False,False
c_0000053,e_00000077,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000053,e_00000078,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000054,e_00000079,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000055,e_00000080,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,True,False,False,False
