comment_id,qwen_abusive,llama_abusive,abusive_either,abusive_both,abuse_priority,entity_count,n_words
c_0000189,False,True,True,False,1,1,11
c_0000190,False,False,False,False,0,3,32
c_0000191,False,False,False,False,0,1,11
c_0000192,False,False,False,False,0,1,13
c_0000193,False,False,False,False,0,1,11
c_0000194,True,True,True,True,3,2,17
c_0000195,True,True,True,True,3,1,10
c_0000196,False,False,False,False,0,2,21
c_0000197,False,False,False,False,0,1,9
c_0000198,False,False,False,False,0,1,10
c_0000199,True,True,True,True,3,2,21
c_0000200,False,False,False,False,0,1,10
c_0000201,False,False,False,False,0,1,12
c_0000202,False,False,False,False,0,1,12
c_0000203,False,False,False,False,0,1,15
c_0000204,False,False,False,False,0,1,13
c_0000205,False,False,False,False,0,1,12
c_0000206,False,False,False,False,0,2,22
c_0000207,False,True,True,False,1,1,11
c_0000208,False,False,False,False,0,1,7
c_0000209,False,False,False,False,0,1,11
c_0000210,False,False,False,False,0,1,10
c_0000211,False,False,False,False,0,1,12
c_0000212,False,False,False,False,0,1,9
c_0000213,False,False,False,False,0,1,14
c_0000214,False,False,False,False,0,1,11
c_0000215,False,False,False,False,0,2,23
c_0000216,False,False,False,False,0,5,49
c_0000217,False,False,False,False,0,1,13
c_0000218,False,False,False,False,0,1,13
c_0000219,False,False,False,False,0,1,11
c_0000220,True,True,True,True,3,1,11
c_0000221,False,False,False,False,0,1,11
c_0000222,False,False,False,False,0,1,12
c_0000223,False,False,False,False,0,2,20
c_0000224,True,True,True,True,3,2,24
c_0000225,False,False,False,False,0,2,21
c_0000226,True,True,True,True,3,1,11
c_0000227,False,False,False,False,0,1,12
c_0000228,False,False,False,False,0,1,11
c_0000229,False,False,False,False,0,1,11
c_0000230,False,False,False,False,0,1,10
c_0000231,False,False,False,False,0,1,13
c_0000232,False,False,False,False,0,1,12
c_0000233,False,False,False,False,0,1,11
c_0000234,False,False,False,False,0,1,9
c_0000235,False,False,False,False,0,1,11
c_0000236,False,False,False,False,0,2,21
c_0000237,False,False,False,False,0,1,10
c_0000238,False,False,False,False,0,1,12
c_0000239,False,True,True,False,1,1,11
c_0000240,False,False,False,False,0,1,11
c_0000241,False,False,False,False,0,1,12
c_0000242,False,False,False,False,0,1,10
c_0000243,False,False,False,False,0,1,12
c_0000244,False,False,False,False,0,1,9
c_0000245,False,False,False,False,0,1,12
c_0000246,False,False,False,False,0,1,8
c_0000247,False,True,True,False,1,2,22
c_0000248,False,False,False,False,0,1,11
c_0000249,False,False,False,False,0,1,10
c_0000250,False,False,False,False,0,2,23
c_0000251,False,False,False,False,0,2,20
c_0000252,False,False,False,False,0,1,8
c_0000253,True,True,True,True,3,2,18
c_0000254,False,True,True,False,1,1,9
c_0000255,False,False,False,False,0,1,11
c_0000256,False,False,False,False,0,2,23
c_0000257,False,True,True,False,1,1,10
c_0000258,False,False,False,False,0,1,10
c_0000259,False,False,False,False,0,4,42
c_0000260,False,False,False,False,0,1,10
c_0000261,False,False,False,False,0,2,20
c_0000262,False,False,False,False,0,3,32
c_0000263,False,False,False,False,0,2,26
c_0000264,False,False,False,False,0,1,12
c_0000265,False,False,False,False,0,1,12
c_0000266,False,False,False,False,0,2,23
c_0000267,False,False,False,False,0,2,19
c_0000268,False,False,False,False,0,1,13
c_0000269,False,False,False,False,0,1,11
c_0000270,True,True,True,True,3,1,11
c_0000271,False,False,False,False,0,1,8
c_0000272,False,False,False,False,0,1,13
c_0000273,False,False,False,False,0,1,11
c_0000274,False,False,False,False,0,2,23
c_0000275,False,False,False,False,0,1,10
c_0000276,False,False,False,False,0,1,10
c_0000277,False,False,False,False,0,1,12
c_0000278,False,False,False,False,0,2,20
c_0000279,False,False,False,False,0,2,19
c_0000280,False,False,False,False,0,2,22
c_0000281,False,False,False,False,0,1,12
c_0000282,False,False,False,False,0,1,11
c_0000283,False,False,False,False,0,1,11
c_0000284,False,False,False,False,0,1,10
c_0000285,True,True,True,True,3,1,10
c_0000286,False,False,False,False,0,2,23
c_0000287,False,False,False,False,0,2,20
c_0000288,True,True,True,True,3,2,18
c_0000289,False,False,False,False,0,1,12
c_0000290,False,False,False,False,0,1,12
c_0000291,False,False,False,False,0,2,21
c_0000292,False,False,False,False,0,2,20
c_0000293,False,True,True,False,1,1,15
c_0000294,False,False,False,False,0,1,13
c_0000295,False,False,False,False,0,2,24
c_0000296,False,False,False,False,0,1,12
c_0000297,False,False,False,False,0,1,11
c_0000298,False,False,False,False,0,1,13
c_0000299,False,False,False,False,0,1,12
c_0000300,False,False,False,False,0,1,9
c_0000301,True,True,True,True,3,1,12
c_0000302,False,False,False,False,0,1,9
c_0000303,True,True,True,True,3,2,20
c_0000304,False,False,False,False,0,1,12
c_0000305,False,False,False,False,0,1,13
c_0000306,False,False,False,False,0,1,12
c_0000307,False,False,False,False,0,1,12
c_0000308,False,False,False,False,0,2,22
c_0000309,False,True,True,False,1,2,20
c_0000310,False,False,False,False,0,1,12
c_0000311,False,False,False,False,0,1,11
c_0000312,False,True,True,False,1,1,9
c_0000313,False,False,False,False,0,1,10
c_0000314,True,True,True,True,3,1,12
c_0000315,False,False,False,False,0,1,10
c_0000316,False,False,False,False,0,1,13
c_0000317,False,False,False,False,0,1,10
c_0000318,False,False,False,False,0,1,12
c_0000319,False,False,False,False,0,1,10
c_0000320,False,False,False,False,0,1,10
c_0000321,False,False,False,False,0,3,31
c_0000322,False,False,False,False,0,3,31
c_0000323,False,False,False,False,0,1,13
c_0000324,True,True,True,True,3,1,11
c_0000325,False,False,False,False,0,1,11
c_0000326,False,False,False,False,0,2,21
c_0000327,False,False,False,False,0,1,10
c_0000328,False,False,False,False,0,1,13
c_0000329,False,False,False,False,0,1,9
c_0000330,False,False,False,False,0,2,18
c_0000331,False,False,False,False,0,1,11
c_0000332,False,False,False,False,0,2,22
c_0000333,False,True,True,False,1,1,11
c_0000334,False,False,False,False,0,1,13
c_0000335,False,False,False,False,0,1,8
c_0000336,False,False,False,False,0,1,11
c_0000337,False,False,False,False,0,3,34
c_0000338,False,False,False,False,0,1,10
c_0000339,False,False,False,False,0,1,11
c_0000340,False,True,True,False,1,1,11
c_0000341,False,False,False,False,0,1,8
c_0000342,False,False,False,False,0,1,10
c_0000343,True,False,True,False,2,1,11
c_0000344,False,False,False,False,0,1,14
c_0000345,False,True,True,False,1,1,12
c_0000346,False,False,False,False,0,1,10
c_0000347,False,False,False,False,0,1,11
c_0000348,False,False,False,False,0,1,10
c_0000349,False,False,False,False,0,1,11
c_0000350,False,False,False,False,0,1,9
c_0000351,False,False,False,False,0,1,11
c_0000352,False,False,False,False,0,1,12
c_0000353,False,False,False,False,0,3,34
c_0000354,False,False,False,False,0,2,21
c_0000355,False,True,True,False,1,1,13
c_0000356,True,True,True,True,3,1,10
c_0000357,False,False,False,False,0,1,13
c_0000358,False,False,False,False,0,3,31
c_0000359,False,False,False,False,0,1,11
c_0000360,True,True,True,True,3,1,11
c_0000361,False,True,True,False,1,1,11
c_0000362,False,False,False,False,0,1,12
c_0000363,False,False,False,False,0,1,10
c_0000364,False,False,False,False,0,1,12
c_0000365,False,False,False,False,0,1,10
c_0000366,False,False,False,False,0,1,12
c_0000367,False,True,True,False,1,1,12
c_0000368,False,False,False,False,0,1,11
c_0000369,False,False,False,False,0,2,18
c_0000370,False,False,False,False,0,2,22
c_0000371,False,False,False,False,0,2,17
c_0000372,False,False,False,False,0,2,22
c_0000373,False,False,False,False,0,1,9
c_0000374,False,False,False,False,0,1,12
c_0000375,False,False,False,False,0,1,13
c_0000376,False,False,False,False,0,1,12
c_0000377,False,False,False,False,0,2,20
c_0000378,False,True,True,False,1,3,29
c_0000379,False,False,False,False,0,3,31
c_0000380,False,False,False,False,0,1,10
c_0000381,False,False,False,False,0,1,11
c_0000382,True,False,True,False,2,1,12
c_0000383,False,False,False,False,0,5,52
c_0000384,False,False,False,False,0,1,9
c_0000385,False,False,False,False,0,2,21
c_0000386,False,False,False,False,0,1,10
c_0000387,False,False,False,False,0,2,23
c_0000388,False,True,True,False,1,1,11
c_0000389,False,False,False,False,0,1,11
c_0000390,False,False,False,False,0,1,12
c_0000391,False,False,False,False,0,4,43
c_0000392,False,False,False,False,0,1,12
c_0000393,False,False,False,False,0,1,10
c_0000394,False,False,False,False,0,5,47
c_0000395,False,False,False,False,0,1,12
c_0000396,True,False,True,False,2,1,12
c_0000397,False,True,True,False,1,1,9
c_0000398,False,False,False,False,0,1,10
c_0000399,False,False,False,False,0,2,21
c_0000400,False,False,False,False,0,1,12
c_0000401,False,False,False,False,0,1,12
c_0000402,False,False,False,False,0,1,13
c_0000403,False,False,False,False,0,1,12
c_0000404,False,False,False,False,0,2,20
c_0000405,False,False,False,False,0,1,9
c_0000406,False,False,False,False,0,1,10
c_0000407,False,False,False,False,0,2,19
c_0000408,False,False,False,False,0,1,10
c_0000409,False,False,False,False,0,1,11
c_0000410,False,False,False,False,0,1,11
c_0000411,False,False,False,False,0,1,11
c_0000412,False,False,False,False,0,1,12
c_0000413,False,False,False,False,0,3,27
c_0000414,False,False,False,False,0,1,9
c_0000415,False,False,False,False,0,1,8
c_0000416,False,False,False,False,0,1,8
c_0000417,False,False,False,False,0,2,22
c_0000418,False,False,False,False,0,1,11
c_0000419,False,False,False,False,0,2,20
c_0000420,False,False,False,False,0,1,9
c_0000421,False,False,False,False,0,2,22
c_0000422,False,False,False,False,0,1,13
c_0000423,False,False,False,False,0,2,23
c_0000424,False,False,False,False,0,1,12
c_0000425,False,False,False,False,0,1,13
c_0000426,False,True,True,False,1,2,22
c_0000427,False,False,False,False,0,1,9
c_0000428,False,False,False,False,0,1,9
c_0000429,False,False,False,False,0,1,12
c_0000430,False,False,False,False,0,1,10
c_0000431,False,False,False,False,0,1,12
c_0000432,False,False,False,False,0,2,20
c_0000433,False,False,False,False,0,1,11
c_0000434,False,False,False,False,0,3,30
c_0000435,False,False,False,False,0,1,12
c_0000436,False,False,False,False,0,2,22
c_0000437,True,True,True,True,3,1,11
c_0000438,False,False,False,False,0,1,12
c_0000439,False,False,False,False,0,1,8
c_0000440,False,False,False,False,0,1,12
c_0000441,False,False,False,False,0,2,22
c_0000442,False,False,False,False,0,1,9
c_0000443,False,False,False,False,0,1,10
c_0000444,False,False,False,False,0,1,10
c_0000445,False,False,False,False,0,1,12
c_0000446,False,False,False,False,0,1,10
c_0000447,False,False,False,False,0,1,10
c_0000448,False,False,False,False,0,2,23
c_0000449,False,False,False,False,0,1,12
c_0000450,False,False,False,False,0,1,13
c_0000451,False,False,False,False,0,2,21
c_0000452,False,False,False,False,0,1,9
c_0000453,False,False,False,False,0,1,11
c_0000454,False,True,True,False,1,5,48
c_0000455,False,False,False,False,0,1,13
c_0000456,False,False,False,False,0,2,21
c_0000457,False,False,False,False,0,1,12
c_0000458,False,False,False,False,0,1,9
c_0000459,False,False,False,False,0,3,30
c_0000460,False,False,False,False,0,1,12
c_0000461,False,False,False,False,0,2,23
c_0000462,False,False,False,False,0,1,13
c_0000463,False,True,True,False,1,1,10
c_0000464,True,True,True,True,3,1,10
c_0000465,False,False,False,False,0,1,9
c_0000466,False,False,False,False,0,1,12
c_0000467,True,True,True,True,3,1,11
c_0000468,False,False,False,False,0,1,11
c_0000469,False,False,False,False,0,1,10
c_0000470,False,False,False,False,0,1,10
c_0000471,False,False,False,False,0,1,9
c_0000472,True,False,True,False,2,1,13
c_0000473,False,False,False,False,0,1,11
c_0000474,False,False,False,False,0,1,11
c_0000475,False,False,False,False,0,2,21
c_0000476,False,False,False,False,0,1,9
c_0000477,True,True,True,True,3,1,12
c_0000478,False,False,False,False,0,1,10
c_0000479,False,False,False,False,0,1,13
c_0000480,False,False,False,False,0,2,19
c_0000481,False,False,False,False,0,2,20
c_0000482,False,False,False,False,0,1,12
c_0000483,False,True,True,False,1,1,12
c_0000484,False,False,False,False,0,2,23
c_0000485,False,False,False,False,0,5,48
c_0000486,False,False,False,False,0,5,53
c_0000487,False,False,False,False,0,1,12
c_0000488,False,False,False,False,0,1,13
c_0000489,False,False,False,False,0,1,11
c_0000490,False,False,False,False,0,5,50
c_0000491,False,False,False,False,0,3,30
c_0000492,False,False,False,False,0,1,12
c_0000493,False,False,False,False,0,1,12
c_0000494,False,False,False,False,0,1,12
c_0000495,False,False,False,False,0,1,13
c_0000496,False,False,False,False,0,1,9
c_0000497,False,False,False,False,0,1,15
c_0000498,False,False,False,False,0,1,11
c_0000499,True,True,True,True,3,1,9
c_0000500,False,False,False,False,0,1,9
c_0000501,False,False,False,False,0,1,13
c_0000502,False,False,False,False,0,1,11
c_0000503,False,True,True,False,1,3,29
c_0000504,True,False,True,False,2,3,30
c_0000505,False,False,False,False,0,1,11
c_0000506,False,False,False,False,0,1,13
c_0000507,False,False,False,False,0,1,11
c_0000508,False,False,False,False,0,2,23
c_0000509,True,True,True,True,3,2,22
c_0000510,False,False,False,False,0,1,12
c_0000511,False,False,False,False,0,1,12
c_0000512,False,False,False,False,0,1,12
c_0000513,False,False,False,False,0,2,21
c_0000514,False,False,False,False,0,1,12
c_0000515,False,False,False,False,0,1,12
c_0000516,False,False,False,False,0,2,22
c_0000517,False,False,False,False,0,1,12
c_0000518,False,False,False,False,0,1,12
c_0000519,False,False,False,False,0,4,40
c_0000520,False,True,True,False,1,1,11
c_0000521,False,False,False,False,0,1,9
c_0000522,True,False,True,False,2,1,9
c_0000523,False,False,False,False,0,1,11
c_0000524,False,False,False,False,0,1,9
c_0000525,False,False,False,False,0,1,10
c_0000526,False,False,False,False,0,1,11
c_0000527,False,False,False,False,0,1,9
c_0000528,True,True,True,True,3,1,11
c_0000529,False,False,False,False,0,1,12
c_0000530,False,False,False,False,0,1,12
c_0000531,False,False,False,False,0,1,10
c_0000532,False,False,False,False,0,1,11
c_0000533,False,True,True,False,1,2,20
c_0000534,False,False,False,False,0,1,12
c_0000535,False,False,False,False,0,2,23
c_0000536,False,False,False,False,0,1,12
c_0000537,True,True,True,True,3,1,12
c_0000538,False,False,False,False,0,1,12
c_0000539,False,False,False,False,0,1,11
c_0000540,False,False,False,False,0,1,13
c_0000541,False,False,False,False,0,4,41
c_0000542,False,False,False,False,0,2,22
c_0000543,False,False,False,False,0,1,12
c_0000544,False,True,True,False,1,2,23
c_0000545,False,False,False,False,0,1,11
c_0000546,False,False,False,False,0,1,12
c_0000547,False,False,False,False,0,1,10
c_0000548,False,True,True,False,1,1,13
c_0000549,False,False,False,False,0,1,12
c_0000550,False,False,False,False,0,1,13
c_0000551,False,False,False,False,0,2,23
c_0000552,False,False,False,False,0,1,11
c_0000553,False,False,False,False,0,1,13
c_0000554,False,False,False,False,0,3,30
c_0000555,False,False,False,False,0,1,10
c_0000556,False,False,False,False,0,1,12
c_0000557,False,False,False,False,0,1,9
c_0000558,False,False,False,False,0,1,13
c_0000559,False,False,False,False,0,1,10
c_0000560,False,False,False,False,0,3,34
c_0000561,False,False,False,False,0,4,45
c_0000562,True,False,True,False,2,4,37
c_0000563,False,False,False,False,0,2,23
c_0000564,False,True,True,False,1,1,10
c_0000565,False,False,False,False,0,1,10
c_0000566,False,True,True,False,1,1,10
c_0000567,False,False,False,False,0,1,11
c_0000568,False,False,False,False,0,2,23
c_0000569,False,True,True,False,1,3,31
c_0000570,False,False,False,False,0,1,12
c_0000571,False,False,False,False,0,1,13
c_0000572,False,False,False,False,0,1,11
c_0000573,False,True,True,False,1,1,10
c_0000574,False,False,False,False,0,1,9
c_0000575,False,False,False,False,0,1,12
c_0000576,False,True,True,False,1,2,23
c_0000577,False,False,False,False,0,1,10
c_0000578,False,False,False,False,0,1,10
c_0000579,False,False,False,False,0,1,13
c_0000580,False,False,False,False,0,1,13
c_0000581,False,False,False,False,0,1,13
c_0000582,False,False,False,False,0,2,22
c_0000583,False,False,False,False,0,1,11
c_0000584,False,False,False,False,0,1,11
c_0000585,False,False,False,False,0,1,12
c_0000586,False,False,False,False,0,1,9
c_0000587,False,False,False,False,0,1,11
c_0000588,False,False,False,False,0,1,12
c_0000589,False,False,False,False,0,1,10
c_0000590,False,False,False,False,0,1,8
c_0000591,False,False,False,False,0,1,9
c_0000592,False,False,False,False,0,2,22
c_0000593,False,False,False,False,0,1,10
c_0000594,False,False,False,False,0,2,19
c_0000595,False,False,False,False,0,2,22
c_0000596,False,False,False,False,0,1,11
c_0000597,False,False,False,False,0,1,10
c_0000598,True,True,True,True,3,1,11
c_0000599,False,False,False,False,0,1,12
